Dia,Hora,HBV,15 min,01 h,04 h,24 h,96 h

01/02/2015,00:00:00,HBV,0.0,0.0,0.2,38.0,38.0

01/02/2015,00:15:00,HBV,0.0,0.0,0.2,38.0,38.0

01/02/2015,00:30:00,HBV,0.0,0.0,0.2,38.0,38.0

01/02/2015,00:45:00,HBV,0.0,0.0,0.2,38.0,38.0

01/02/2015,01:00:00,HBV,2.0,2.0,2.0,40.0,40.0

01/02/2015,01:15:00,HBV,1.4,3.4,3.4,41.4,41.4

01/02/2015,01:30:00,HBV,0.2,3.6,3.6,41.6,41.6

01/02/2015,01:45:00,HBV,0.2,3.8,3.8,41.8,41.8

01/02/2015,02:00:00,HBV,0.2,2.0,4.0,42.0,42.0

01/02/2015,02:15:00,HBV,0.0,0.6,4.0,42.0,42.0

01/02/2015,02:30:00,HBV,0.0,0.4,4.0,42.0,42.0

01/02/2015,02:45:00,HBV,0.0,0.2,4.0,42.0,42.0

01/02/2015,03:00:00,HBV,0.0,0.0,4.0,42.0,42.0

01/02/2015,03:15:00,HBV,0.2,0.2,4.2,42.2,42.2

01/02/2015,03:30:00,HBV,0.0,0.2,4.2,42.2,42.2

01/02/2015,03:45:00,HBV,0.0,0.2,4.2,42.2,42.2

01/02/2015,04:00:00,HBV,0.0,0.2,4.2,22.8,42.2

01/02/2015,04:15:00,HBV,0.0,0.0,4.2,13.6,42.2

01/02/2015,04:30:00,HBV,0.0,0.0,4.2,11.4,42.2

01/02/2015,04:45:00,HBV,0.0,0.0,4.2,4.8,42.2

01/02/2015,05:00:00,HBV,0.0,0.0,2.2,4.6,42.2

01/02/2015,05:15:00,HBV,0.0,0.0,0.8,4.6,42.2

01/02/2015,05:30:00,HBV,0.0,0.0,0.6,4.6,42.2

01/02/2015,05:45:00,HBV,0.0,0.0,0.4,4.6,42.2

01/02/2015,06:00:00,HBV,0.0,0.0,0.2,4.6,42.2

01/02/2015,06:15:00,HBV,0.0,0.0,0.2,4.6,42.2

01/02/2015,06:30:00,HBV,0.0,0.0,0.2,4.6,42.2

01/02/2015,06:45:00,HBV,0.0,0.0,0.2,4.6,42.2

01/02/2015,07:00:00,HBV,0.0,0.0,0.2,4.6,42.2

01/02/2015,07:15:00,HBV,0.0,0.0,0.0,4.6,42.2

01/02/2015,07:30:00,HBV,0.0,0.0,0.0,4.6,42.2

01/02/2015,07:45:00,HBV,0.0,0.0,0.0,4.6,42.2

