Relatório Pluviométrico da Estação: Ilha do Governador

Dados normalizados para o Horário Brasileiro de Verão (HBV)

Dia         Hora      HBV   15 min   01 h   04 h   24 h   96 h
01/08/2000  00:15:00            ND     ND    0.0    0.0    0.0
01/08/2000  00:30:00           0.0     ND    0.0    0.0    0.0
01/08/2000  00:45:00           0.0     ND    0.0    0.0    0.0
01/08/2000  01:00:00           0.0     ND    0.0    0.0    0.0
01/08/2000  01:15:00           0.0    0.0     ND    0.0    0.0
01/08/2000  01:30:00           0.0    0.0     ND    0.0    0.0
01/08/2000  01:45:00           0.0    0.0     ND    0.0    0.0
01/08/2000  02:00:00           0.0    0.0     ND    0.0    0.0
01/08/2000  02:15:00           0.0    0.0     ND    0.0    0.0
01/08/2000  02:30:00           0.0    0.0     ND    0.0    0.0
01/08/2000  02:45:00           0.0    0.0     ND    0.0    0.0
01/08/2000  03:00:00           0.0    0.0     ND    0.0    0.0
01/08/2000  03:15:00           0.0    0.0     ND    0.0    0.0
01/08/2000  03:30:00           0.0    0.0     ND    0.0    0.0
01/08/2000  03:45:00           0.0    0.0     ND    0.0    0.0
01/08/2000  04:00:00           0.0    0.0     ND    0.0    0.0
01/08/2000  04:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  04:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  04:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  05:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  05:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  05:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  05:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  06:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  06:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  06:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  06:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  07:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  07:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  07:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  07:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  08:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  08:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  08:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  08:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  09:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  09:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  09:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  09:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  10:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  10:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  10:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  10:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  11:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  11:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  11:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  11:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  12:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  12:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  12:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  12:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  13:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  13:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  13:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  13:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  14:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  14:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  14:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  14:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  15:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  15:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  15:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  15:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  16:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  16:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  16:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  16:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  17:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  17:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  17:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  17:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  18:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  18:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  18:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  18:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  19:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  19:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  19:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  19:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  20:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  20:15:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  20:30:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  20:45:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  21:00:00           0.0    0.0    0.0    0.0    0.0
01/08/2000  21:15:00           0.0    0.0    0.0     ND    0.0
01/08/2000  21:30:00           0.0    0.0    0.0     ND    0.0
01/08/2000  21:45:00           0.0    0.0    0.0     ND    0.0
01/08/2000  22:00:00           0.0    0.0    0.0     ND    0.0
01/08/2000  22:15:00           0.0    0.0    0.0     ND    0.0
01/08/2000  22:30:00           0.0    0.0    0.0     ND    0.0
01/08/2000  22:45:00           0.0    0.0    0.0     ND    0.0
01/08/2000  23:00:00           0.0    0.0    0.0     ND    0.0
01/08/2000  23:15:00           0.0    0.0    0.0     ND    0.0
01/08/2000  23:30:00           0.0    0.0    0.0     ND    0.0
01/08/2000  23:45:00           0.0    0.0    0.0     ND    0.0
02/08/2000  00:00:00           0.0    0.0    0.0     ND    0.0
02/08/2000  00:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  00:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  00:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  01:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  01:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  01:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  01:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  02:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  02:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  02:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  02:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  03:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  03:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  03:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  03:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  04:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  04:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  04:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  04:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  05:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  05:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  05:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  05:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  06:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  06:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  06:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  06:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  07:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  07:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  07:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  07:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  08:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  08:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  08:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  08:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  09:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  09:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  09:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  09:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  10:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  10:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  10:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  10:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  11:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  11:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  11:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  11:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  12:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  12:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  12:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  12:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  13:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  13:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  13:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  13:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  14:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  14:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  14:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  14:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  15:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  15:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  15:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  15:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  16:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  16:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  16:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  16:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  17:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  17:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  17:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  17:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  18:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  18:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  18:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  18:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  19:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  19:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  19:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  19:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  20:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  20:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  20:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  20:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  21:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  21:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  21:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  21:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  22:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  22:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  22:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  22:45:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  23:00:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  23:15:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  23:30:00           0.0    0.0    0.0    0.0    0.0
02/08/2000  23:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  00:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  00:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  00:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  00:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  01:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  01:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  01:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  01:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  02:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  02:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  02:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  02:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  03:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  03:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  03:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  03:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  04:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  04:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  04:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  04:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  05:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  05:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  05:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  05:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  06:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  06:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  06:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  06:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  07:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  07:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  07:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  07:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  08:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  08:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  08:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  08:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  09:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  09:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  09:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  09:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  10:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  10:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  10:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  10:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  11:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  11:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  11:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  11:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  12:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  12:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  12:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  12:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  13:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  13:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  13:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  13:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  14:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  14:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  14:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  14:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  15:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  15:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  15:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  15:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  16:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  16:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  16:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  16:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  17:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  17:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  17:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  17:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  18:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  18:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  18:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  18:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  19:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  19:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  19:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  19:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  20:00:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  20:15:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  20:30:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  20:45:00           0.0    0.0    0.0    0.0    0.0
03/08/2000  21:00:00           0.2    0.2    0.2    0.2    0.2
03/08/2000  21:15:00           1.0    1.2    1.2    1.2    1.2
03/08/2000  21:30:00           4.2    5.4    5.4    5.4    5.4
03/08/2000  21:45:00           5.8   11.2   11.2   11.2   11.2
03/08/2000  22:00:00           3.2   14.2   14.4   14.4   14.4
03/08/2000  22:15:00           1.0   14.2   15.4   15.4   15.4
03/08/2000  22:30:00           1.2   11.2   16.6   16.6   16.6
03/08/2000  22:45:00           0.7    6.1   17.3   17.3   17.3
03/08/2000  23:00:00           0.5    3.4   17.8   17.8   17.8
03/08/2000  23:15:00           0.2    2.6   18.0   18.0   18.0
03/08/2000  23:30:00           0.0    1.4   18.0   18.0   18.0
03/08/2000  23:45:00           0.0    0.7   18.0   18.0   18.0
04/08/2000  00:00:00           0.0    0.2   18.0   18.0   18.0
04/08/2000  00:15:00           0.0    0.0   18.0   18.0   18.0
04/08/2000  00:30:00           0.0    0.0   18.0   18.0   18.0
04/08/2000  00:45:00           0.0    0.0   18.0   18.0   18.0
04/08/2000  01:00:00           0.2    0.2   18.0   18.2   18.2
04/08/2000  01:15:00           0.2    0.4   17.2   18.4   18.4
04/08/2000  01:30:00           0.5    0.9   13.5   18.9   18.9
04/08/2000  01:45:00           0.0    0.9    7.7   18.9   18.9
04/08/2000  02:00:00           0.0    0.7    4.5   18.9   18.9
04/08/2000  02:15:00           0.2    0.7    3.7   19.1   19.1
04/08/2000  02:30:00           0.0    0.2    2.5   19.1   19.1
04/08/2000  02:45:00           0.5    0.7    2.3   19.6   19.6
04/08/2000  03:00:00           0.2    0.9    2.0   19.8   19.8
04/08/2000  03:15:00           0.2    0.9    2.0   20.0   20.0
04/08/2000  03:30:00           0.2    1.1    2.2   20.2   20.2
04/08/2000  03:45:00           0.0    0.6    2.2   20.2   20.2
04/08/2000  04:00:00           0.0    0.4    2.2   20.2   20.2
04/08/2000  04:15:00           0.0    0.2    2.2   20.2   20.2
04/08/2000  04:30:00           0.2    0.2    2.4   20.4   20.4
04/08/2000  04:45:00           0.0    0.2    2.4   20.4   20.4
04/08/2000  05:00:00           0.0    0.2    2.2   20.4   20.4
04/08/2000  05:15:00           0.0    0.2    2.0   20.4   20.4
04/08/2000  05:30:00           0.0    0.0    1.5   20.4   20.4
04/08/2000  05:45:00           0.0    0.0    1.5   20.4   20.4
04/08/2000  06:00:00           0.0    0.0    1.5   20.4   20.4
04/08/2000  06:15:00           0.0    0.0    1.3   20.4   20.4
04/08/2000  06:30:00           0.0    0.0    1.3   20.4   20.4
04/08/2000  06:45:00           0.0    0.0    0.8   20.4   20.4
04/08/2000  07:00:00           0.0    0.0    0.6   20.4   20.4
04/08/2000  07:15:00           0.0    0.0    0.4   20.4   20.4
04/08/2000  07:30:00           0.0    0.0    0.2   20.4   20.4
04/08/2000  07:45:00           0.0    0.0    0.2   20.4   20.4
04/08/2000  08:00:00           0.0    0.0    0.2   20.4   20.4
04/08/2000  08:15:00           0.0    0.0    0.2   20.4   20.4
04/08/2000  08:30:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  08:45:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  09:00:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  09:15:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  09:30:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  09:45:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  10:00:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  10:15:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  10:30:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  10:45:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  11:00:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  11:15:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  11:30:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  11:45:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  12:00:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  12:15:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  12:30:00           0.0    0.0    0.0   20.4   20.4
04/08/2000  12:45:00           2.2    2.2    2.2   22.6   22.6
04/08/2000  13:00:00           1.0    3.2    3.2   23.6   23.6
04/08/2000  13:15:00           0.2    3.4    3.4   23.8   23.8
04/08/2000  13:30:00           0.0    3.4    3.4   23.8   23.8
04/08/2000  13:45:00           0.0    1.2    3.4   23.8   23.8
04/08/2000  14:00:00           0.0    0.2    3.4   23.8   23.8
04/08/2000  14:15:00           0.0    0.0    3.4   23.8   23.8
04/08/2000  14:30:00           0.0    0.0    3.4   23.8   23.8
04/08/2000  14:45:00           0.0    0.0    3.4   23.8   23.8
04/08/2000  15:00:00           0.0    0.0    3.4   23.8   23.8
04/08/2000  15:15:00           0.0    0.0    3.4   23.8   23.8
04/08/2000  15:30:00           0.0    0.0    3.4   23.8   23.8
04/08/2000  15:45:00           0.0    0.0    3.4   23.8   23.8
04/08/2000  16:00:00           0.0    0.0    3.4   23.8   23.8
04/08/2000  16:15:00           0.0    0.0    3.4   23.8   23.8
04/08/2000  16:30:00           0.0    0.0    3.4   23.8   23.8
04/08/2000  16:45:00           0.0    0.0    1.2   23.8   23.8
04/08/2000  17:00:00           0.0    0.0    0.2   23.8   23.8
04/08/2000  17:15:00           0.0    0.0    0.0   23.8   23.8
04/08/2000  17:30:00           0.0    0.0    0.0   23.8   23.8
04/08/2000  17:45:00           0.0    0.0    0.0   23.8   23.8
04/08/2000  18:00:00           0.0    0.0    0.0   23.8   23.8
04/08/2000  18:15:00           0.0    0.0    0.0   23.8   23.8
04/08/2000  18:30:00           0.0    0.0    0.0   23.8   23.8
04/08/2000  18:45:00           0.0    0.0    0.0   23.8   23.8
04/08/2000  19:00:00           0.0    0.0    0.0   23.8   23.8
04/08/2000  19:15:00           0.0    0.0    0.0   23.8   23.8
04/08/2000  19:30:00           0.2    0.2    0.2   24.0   24.0
04/08/2000  19:45:00           0.0    0.2    0.2   24.0   24.0
04/08/2000  20:00:00           0.0    0.2    0.2   24.0   24.0
04/08/2000  20:15:00           0.0    0.2    0.2   24.0   24.0
04/08/2000  20:30:00           0.2    0.2    0.4   24.2   24.2
04/08/2000  20:45:00           0.0    0.2    0.4   24.2   24.2
04/08/2000  21:00:00           0.0    0.2    0.4   24.0   24.2
04/08/2000  21:15:00           0.0    0.2    0.4   23.0     ND
04/08/2000  21:30:00           0.0    0.0    0.4   18.8     ND
04/08/2000  21:45:00           0.0    0.0    0.4   13.0     ND
04/08/2000  22:00:00           0.0    0.0    0.4    9.8     ND
04/08/2000  22:15:00           0.0    0.0    0.4    8.8     ND
04/08/2000  22:30:00           0.0    0.0    0.4    7.6     ND
04/08/2000  22:45:00           0.0    0.0    0.4    6.9     ND
04/08/2000  23:00:00           0.0    0.0    0.4    6.4     ND
04/08/2000  23:15:00           0.0    0.0    0.4    6.2     ND
04/08/2000  23:30:00           0.0    0.0    0.2    6.2     ND
04/08/2000  23:45:00           0.0    0.0    0.2    6.2     ND
05/08/2000  00:00:00           0.0    0.0    0.2    6.2     ND
05/08/2000  00:15:00           0.0    0.0    0.2    6.2   24.2
05/08/2000  00:30:00           0.0    0.0    0.0    6.2   24.2
05/08/2000  00:45:00           0.0    0.0    0.0    6.2   24.2
05/08/2000  01:00:00           0.0    0.0    0.0    6.0   24.2
05/08/2000  01:15:00           0.0    0.0    0.0    5.8   24.2
05/08/2000  01:30:00           0.0    0.0    0.0    5.3   24.2
05/08/2000  01:45:00           0.0    0.0    0.0    5.3   24.2
05/08/2000  02:00:00           0.0    0.0    0.0    5.3   24.2
05/08/2000  02:15:00           0.0    0.0    0.0    5.1   24.2
05/08/2000  02:30:00           0.0    0.0    0.0    5.1   24.2
05/08/2000  02:45:00           0.0    0.0    0.0    4.6   24.2
05/08/2000  03:00:00           0.0    0.0    0.0    4.4   24.2
05/08/2000  03:15:00           0.0    0.0    0.0    4.2   24.2
05/08/2000  03:30:00           0.0    0.0    0.0    4.0   24.2
05/08/2000  03:45:00           0.0    0.0    0.0    4.0   24.2
05/08/2000  04:00:00           0.0    0.0    0.0    4.0   24.2
05/08/2000  04:15:00           0.0    0.0    0.0    4.0   24.2
05/08/2000  04:30:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  04:45:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  05:00:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  05:15:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  05:30:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  05:45:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  06:00:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  06:15:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  06:30:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  06:45:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  07:00:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  07:15:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  07:30:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  07:45:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  08:00:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  08:15:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  08:30:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  08:45:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  09:00:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  09:15:00           0.0    0.0    0.0    3.8   24.2
05/08/2000  09:30:00           0.0    0.0    0.0    3.8   24.2
